2026.07.23 21:23:42,034	INFO	3	com.l2journey.commons.util.IXmlReader	Network Config: ipconfig.xml exists, using manual configuration...
2026.07.23 21:38:43,779	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM character_skills_save WHERE character_skills_save.charId NOT IN (SELECT charId FROM characters) - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:39:43,783	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:39:43,787	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM character_subclasses WHERE character_subclasses.charId NOT IN (SELECT charId FROM characters) - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:40:43,790	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:40:43,793	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM character_raid_points WHERE character_raid_points.charId NOT IN (SELECT charId FROM characters) - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:41:43,799	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:41:43,802	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM character_instance_time WHERE character_instance_time.charId NOT IN (SELECT charId FROM characters) - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:42:43,807	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:42:43,811	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM character_ui_actions WHERE character_ui_actions.charId NOT IN (SELECT charId FROM characters) - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:43:43,815	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:43:43,818	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM character_ui_categories WHERE character_ui_categories.charId NOT IN (SELECT charId FROM characters) - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:44:43,824	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:44:43,827	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM items WHERE items.owner_id NOT IN (SELECT charId FROM characters) AND items.owner_id NOT IN (SELECT clan_id FROM clan_data) AND items.owner_id != -1 - java.lang.RuntimeException: Unable to obtain a database connection.
2026.07.23 21:45:43,832	SEVERE	3	com.l2journey.commons.database.DatabaseFactory	Database: Could not get a connection.
2026.07.23 21:45:43,835	WARNING	3	com.l2journey.gameserver.managers.DatabaseIdManager	DatabaseIdManager: Could not execute cleanup query: DELETE FROM items WHERE items.owner_id = -1 AND loc LIKE 'MAIL' AND loc_data NOT IN (SELECT messageId FROM messages WHERE senderId = -1) - java.lang.RuntimeException: Unable to obtain a database connection.
